architectural_archetype,stories,soil_class,seismic_zone,Story,Direction,Wall,L [cm],xi [cm],D+0.25L,Story Area,Nail spacing [cm],Number sheathing panels,Number end studs,Total number studs,Tx(s),Ty(s)
P,5,D,1,5,Y,9.2,224,848,139764.76143009623,4918759.585999998,15,1,1,8,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,9.3,224,1094,139764.76143009623,4918759.585999998,15,1,1,8,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,9.4,544,1670,139764.76143009623,4918759.585999998,10,1,1,16,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,10.1,149,886,139764.76143009623,4918759.585999998,15,1,1,6,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,10.2,149,1057,139764.76143009623,4918759.585999998,15,1,1,6,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,11.1,270,438.99999999999994,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,11.2,270,1503,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,B.1,284,173,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,B.2,276,173,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,B.3,422,173,139764.76143009623,4918759.585999998,15,1,1,13,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,B.4,276,173,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,B.5,284,173,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,C.1,287,533,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,C.2,200,533,139764.76143009623,4918759.585999998,15,1,1,7,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,C.3,200,533,139764.76143009623,4918759.585999998,15,1,1,7,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,C.4,287,533,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,D.1,799,645,139764.76143009623,4918759.585999998,15,1,1,22,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,D.2,799,645,139764.76143009623,4918759.585999998,15,1,1,22,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,E.1,722,765,139764.76143009623,4918759.585999998,15,1,1,20,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,F.1,777,971.0000000000001,139764.76143009623,4918759.585999998,15,1,1,21,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,F.2,777,971.0000000000001,139764.76143009623,4918759.585999998,15,1,1,21,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,G.1,722,1177,139764.76143009623,4918759.585999998,15,1,1,20,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,H.1,799,1297,139764.76143009623,4918759.585999998,15,1,1,22,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,H.2,799,1297,139764.76143009623,4918759.585999998,15,1,1,22,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,I.1,287,1409,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,I.2,200,1409,139764.76143009623,4918759.585999998,15,1,1,7,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,I.3,200,1409,139764.76143009623,4918759.585999998,15,1,1,7,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,I.4,287,1409,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,J.1,284,1769.0000000000002,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,J.2,276,1769.0000000000002,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,J.3,422,1769.0000000000002,139764.76143009623,4918759.585999998,15,1,1,13,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,J.4,276,1769.0000000000002,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,D,1,5,Y,J.5,284,1769.0000000000002,139764.76143009623,4918759.585999998,15,1,1,9,0.6010381571436136,0.6076663008988842
P,5,C,1,1,X,1.1,270,438.99999999999994,159464.71849464622,4918759.585999998,5,2,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,1.2,270,1503,159464.71849464622,4918759.585999998,5,2,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,2.1,149,886,159464.71849464622,4918759.585999998,5,2,2,8,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,2.2,149,1057,159464.71849464622,4918759.585999998,5,2,2,8,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,3.1,544,272,159464.71849464622,4918759.585999998,5,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,3.2,224,848,159464.71849464622,4918759.585999998,5,2,2,10,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,3.3,224,1094,159464.71849464622,4918759.585999998,5,2,2,10,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,3.4,544,1670,159464.71849464622,4918759.585999998,5,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,4.1,162,81,159464.71849464622,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,4.2,338,353,159464.71849464622,4918759.585999998,5,2,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,4.3,470,971.0000000000001,159464.71849464622,4918759.585999998,5,1,2,16,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,4.4,338,1589,159464.71849464622,4918759.585999998,5,2,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,4.5,162,1861,159464.71849464622,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,5.1,152,695,159464.71849464622,4918759.585999998,5,2,2,8,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,5.2,152,1247,159464.71849464622,4918759.585999998,5,2,2,8,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,6.1,570,469.00000000000006,159464.71849464622,4918759.585999998,10,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,6.2,570,1473,159464.71849464622,4918759.585999998,10,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,7.1,152,689,159464.71849464622,4918759.585999998,5,2,2,8,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,7.2,152,1243,159464.71849464622,4918759.585999998,5,2,2,8,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,8.1,162,81,159464.71849464622,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,8.2,338,353,159464.71849464622,4918759.585999998,5,2,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,8.3,470,971.0000000000001,159464.71849464622,4918759.585999998,5,1,2,16,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,8.4,338,1589,159464.71849464622,4918759.585999998,5,2,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,8.5,162,1861,159464.71849464622,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,9.1,544,272,159464.71849464622,4918759.585999998,5,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,9.2,224,848,159464.71849464622,4918759.585999998,5,2,2,10,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,9.3,224,1094,159464.71849464622,4918759.585999998,5,2,2,10,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,9.4,544,1670,159464.71849464622,4918759.585999998,5,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,10.1,149,886,159464.71849464622,4918759.585999998,5,2,2,8,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,10.2,149,1057,159464.71849464622,4918759.585999998,5,2,2,8,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,11.1,270,438.99999999999994,159464.71849464622,4918759.585999998,5,2,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,X,11.2,270,1503,159464.71849464622,4918759.585999998,5,2,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,B.1,284,173,159464.71849464622,4918759.585999998,5,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,B.2,276,173,159464.71849464622,4918759.585999998,5,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,B.3,422,173,159464.71849464622,4918759.585999998,5,1,1,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,B.4,276,173,159464.71849464622,4918759.585999998,5,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,B.5,284,173,159464.71849464622,4918759.585999998,5,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,C.1,287,533,159464.71849464622,4918759.585999998,5,1,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,C.2,200,533,159464.71849464622,4918759.585999998,5,2,2,12,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,C.3,200,533,159464.71849464622,4918759.585999998,5,2,2,12,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,C.4,287,533,159464.71849464622,4918759.585999998,5,1,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,D.1,799,645,159464.71849464622,4918759.585999998,10,1,2,30,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,D.2,799,645,159464.71849464622,4918759.585999998,10,1,2,30,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,E.1,722,765,159464.71849464622,4918759.585999998,10,1,1,26,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,F.1,777,971.0000000000001,159464.71849464622,4918759.585999998,10,1,1,28,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,F.2,777,971.0000000000001,159464.71849464622,4918759.585999998,10,1,1,28,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,G.1,722,1177,159464.71849464622,4918759.585999998,10,1,1,26,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,H.1,799,1297,159464.71849464622,4918759.585999998,10,1,2,30,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,H.2,799,1297,159464.71849464622,4918759.585999998,10,1,2,30,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,I.1,287,1409,159464.71849464622,4918759.585999998,5,1,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,I.2,200,1409,159464.71849464622,4918759.585999998,5,2,2,12,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,I.3,200,1409,159464.71849464622,4918759.585999998,5,2,2,12,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,I.4,287,1409,159464.71849464622,4918759.585999998,5,1,2,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,J.1,284,1769.0000000000002,159464.71849464622,4918759.585999998,5,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,J.2,276,1769.0000000000002,159464.71849464622,4918759.585999998,5,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,J.3,422,1769.0000000000002,159464.71849464622,4918759.585999998,5,1,1,13,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,J.4,276,1769.0000000000002,159464.71849464622,4918759.585999998,5,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,1,Y,J.5,284,1769.0000000000002,159464.71849464622,4918759.585999998,5,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,1.1,270,438.99999999999994,158887.03165284623,4918759.585999998,5,2,2,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,1.2,270,1503,158887.03165284623,4918759.585999998,5,2,2,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,2.1,149,886,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,2.2,149,1057,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,3.1,544,272,158887.03165284623,4918759.585999998,5,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,3.2,224,848,158887.03165284623,4918759.585999998,5,2,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,3.3,224,1094,158887.03165284623,4918759.585999998,5,2,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,3.4,544,1670,158887.03165284623,4918759.585999998,5,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,4.1,162,81,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,4.2,338,353,158887.03165284623,4918759.585999998,5,2,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,4.3,470,971.0000000000001,158887.03165284623,4918759.585999998,5,1,1,14,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,4.4,338,1589,158887.03165284623,4918759.585999998,5,2,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,4.5,162,1861,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,5.1,152,695,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,5.2,152,1247,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,6.1,570,469.00000000000006,158887.03165284623,4918759.585999998,10,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,6.2,570,1473,158887.03165284623,4918759.585999998,10,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,7.1,152,689,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,7.2,152,1243,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,8.1,162,81,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,8.2,338,353,158887.03165284623,4918759.585999998,5,2,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,8.3,470,971.0000000000001,158887.03165284623,4918759.585999998,5,1,1,14,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,8.4,338,1589,158887.03165284623,4918759.585999998,5,2,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,8.5,162,1861,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,9.1,544,272,158887.03165284623,4918759.585999998,5,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,9.2,224,848,158887.03165284623,4918759.585999998,5,2,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,9.3,224,1094,158887.03165284623,4918759.585999998,5,2,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,9.4,544,1670,158887.03165284623,4918759.585999998,5,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,10.1,149,886,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,10.2,149,1057,158887.03165284623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,11.1,270,438.99999999999994,158887.03165284623,4918759.585999998,5,2,2,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,X,11.2,270,1503,158887.03165284623,4918759.585999998,5,2,2,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,B.1,284,173,158887.03165284623,4918759.585999998,10,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,B.2,276,173,158887.03165284623,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,B.3,422,173,158887.03165284623,4918759.585999998,10,1,1,13,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,B.4,276,173,158887.03165284623,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,B.5,284,173,158887.03165284623,4918759.585999998,10,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,C.1,287,533,158887.03165284623,4918759.585999998,10,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,C.2,200,533,158887.03165284623,4918759.585999998,10,1,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,C.3,200,533,158887.03165284623,4918759.585999998,10,1,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,C.4,287,533,158887.03165284623,4918759.585999998,10,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,D.1,799,645,158887.03165284623,4918759.585999998,10,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,D.2,799,645,158887.03165284623,4918759.585999998,10,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,E.1,722,765,158887.03165284623,4918759.585999998,10,1,1,20,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,F.1,777,971.0000000000001,158887.03165284623,4918759.585999998,10,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,F.2,777,971.0000000000001,158887.03165284623,4918759.585999998,10,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,G.1,722,1177,158887.03165284623,4918759.585999998,10,1,1,20,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,H.1,799,1297,158887.03165284623,4918759.585999998,10,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,H.2,799,1297,158887.03165284623,4918759.585999998,10,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,I.1,287,1409,158887.03165284623,4918759.585999998,10,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,I.2,200,1409,158887.03165284623,4918759.585999998,10,1,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,I.3,200,1409,158887.03165284623,4918759.585999998,10,1,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,I.4,287,1409,158887.03165284623,4918759.585999998,10,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,J.1,284,1769.0000000000002,158887.03165284623,4918759.585999998,10,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,J.2,276,1769.0000000000002,158887.03165284623,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,J.3,422,1769.0000000000002,158887.03165284623,4918759.585999998,10,1,1,13,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,J.4,276,1769.0000000000002,158887.03165284623,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,2,Y,J.5,284,1769.0000000000002,158887.03165284623,4918759.585999998,10,1,2,18,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,1.1,270,438.99999999999994,158737.98500124624,4918759.585999998,5,2,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,1.2,270,1503,158737.98500124624,4918759.585999998,5,2,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,2.1,149,886,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,2.2,149,1057,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,3.1,544,272,158737.98500124624,4918759.585999998,5,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,3.2,224,848,158737.98500124624,4918759.585999998,5,2,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,3.3,224,1094,158737.98500124624,4918759.585999998,5,2,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,3.4,544,1670,158737.98500124624,4918759.585999998,5,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,4.1,162,81,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,4.2,338,353,158737.98500124624,4918759.585999998,5,2,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,4.3,470,971.0000000000001,158737.98500124624,4918759.585999998,5,1,1,14,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,4.4,338,1589,158737.98500124624,4918759.585999998,5,2,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,4.5,162,1861,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,5.1,152,695,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,5.2,152,1247,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,6.1,570,469.00000000000006,158737.98500124624,4918759.585999998,10,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,6.2,570,1473,158737.98500124624,4918759.585999998,10,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,7.1,152,689,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,7.2,152,1243,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,8.1,162,81,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,8.2,338,353,158737.98500124624,4918759.585999998,5,2,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,8.3,470,971.0000000000001,158737.98500124624,4918759.585999998,5,1,1,14,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,8.4,338,1589,158737.98500124624,4918759.585999998,5,2,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,8.5,162,1861,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,9.1,544,272,158737.98500124624,4918759.585999998,5,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,9.2,224,848,158737.98500124624,4918759.585999998,5,2,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,9.3,224,1094,158737.98500124624,4918759.585999998,5,2,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,9.4,544,1670,158737.98500124624,4918759.585999998,5,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,10.1,149,886,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,10.2,149,1057,158737.98500124624,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,11.1,270,438.99999999999994,158737.98500124624,4918759.585999998,5,2,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,X,11.2,270,1503,158737.98500124624,4918759.585999998,5,2,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,B.1,284,173,158737.98500124624,4918759.585999998,10,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,B.2,276,173,158737.98500124624,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,B.3,422,173,158737.98500124624,4918759.585999998,10,1,1,13,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,B.4,276,173,158737.98500124624,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,B.5,284,173,158737.98500124624,4918759.585999998,10,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,C.1,287,533,158737.98500124624,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,C.2,200,533,158737.98500124624,4918759.585999998,10,1,1,7,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,C.3,200,533,158737.98500124624,4918759.585999998,10,1,1,7,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,C.4,287,533,158737.98500124624,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,D.1,799,645,158737.98500124624,4918759.585999998,10,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,D.2,799,645,158737.98500124624,4918759.585999998,10,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,E.1,722,765,158737.98500124624,4918759.585999998,10,1,1,20,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,F.1,777,971.0000000000001,158737.98500124624,4918759.585999998,15,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,F.2,777,971.0000000000001,158737.98500124624,4918759.585999998,15,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,G.1,722,1177,158737.98500124624,4918759.585999998,10,1,1,20,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,H.1,799,1297,158737.98500124624,4918759.585999998,10,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,H.2,799,1297,158737.98500124624,4918759.585999998,10,1,1,22,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,I.1,287,1409,158737.98500124624,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,I.2,200,1409,158737.98500124624,4918759.585999998,10,1,1,7,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,I.3,200,1409,158737.98500124624,4918759.585999998,10,1,1,7,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,I.4,287,1409,158737.98500124624,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,J.1,284,1769.0000000000002,158737.98500124624,4918759.585999998,10,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,J.2,276,1769.0000000000002,158737.98500124624,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,J.3,422,1769.0000000000002,158737.98500124624,4918759.585999998,10,1,1,13,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,J.4,276,1769.0000000000002,158737.98500124624,4918759.585999998,10,1,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,3,Y,J.5,284,1769.0000000000002,158737.98500124624,4918759.585999998,10,1,1,11,0.5864894978384791,0.6809740692275751
P,5,C,1,4,Y,1.1,270,438.99999999999994,158320.44842994623,4918759.585999998,5,2,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,4,Y,1.2,270,1503,158320.44842994623,4918759.585999998,5,2,1,9,0.5864894978384791,0.6809740692275751
P,5,C,1,4,Y,2.1,149,886,158320.44842994623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,4,Y,2.2,149,1057,158320.44842994623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
P,5,C,1,4,Y,3.1,544,272,158320.44842994623,4918759.585999998,5,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,4,Y,3.2,224,848,158320.44842994623,4918759.585999998,5,2,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,4,Y,3.3,224,1094,158320.44842994623,4918759.585999998,5,2,1,8,0.5864894978384791,0.6809740692275751
P,5,C,1,4,Y,3.4,544,1670,158320.44842994623,4918759.585999998,5,1,1,16,0.5864894978384791,0.6809740692275751
P,5,C,1,4,Y,4.1,162,81,158320.44842994623,4918759.585999998,5,2,1,6,0.5864894978384791,0.6809740692275751
